代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
SPX.GI,标普500,1927/12/30,17.66,17.66,17.66,17.66,0,0
SPX.GI,标普500,1928/1/2,17.66,17.66,17.66,17.66,0,0
SPX.GI,标普500,1928/1/3,17.76,17.76,17.76,17.76,0,0
SPX.GI,标普500,1928/1/4,17.72,17.72,17.72,17.72,0,0
SPX.GI,标普500,1928/1/5,17.55,17.55,17.55,17.55,0,0
SPX.GI,标普500,1928/1/6,17.66,17.66,17.66,17.66,0,0
SPX.GI,标普500,1928/1/9,17.5,17.5,17.5,17.5,0,0
SPX.GI,标普500,1928/1/10,17.37,17.37,17.37,17.37,0,0
SPX.GI,标普500,1928/1/11,17.35,17.35,17.35,17.35,0,0
SPX.GI,标普500,1928/1/12,17.47,17.47,17.47,17.47,0,0
SPX.GI,标普500,1928/1/13,17.58,17.58,17.58,17.58,0,0
SPX.GI,标普500,1928/1/16,17.29,17.29,17.29,17.29,0,0
SPX.GI,标普500,1928/1/17,17.3,17.3,17.3,17.3,0,0
SPX.GI,标普500,1928/1/18,17.26,17.26,17.26,17.26,0,0
SPX.GI,标普500,1928/1/19,17.38,17.38,17.38,17.38,0,0
SPX.GI,标普500,1928/1/20,17.48,17.48,17.48,17.48,0,0
SPX.GI,标普500,1928/1/23,17.64,17.64,17.64,17.64,0,0
SPX.GI,标普500,1928/1/24,17.71,17.71,17.71,17.71,0,0
SPX.GI,标普500,1928/1/25,17.52,17.52,17.52,17.52,0,0
SPX.GI,标普500,1928/1/26,17.63,17.63,17.63,17.63,0,0
SPX.GI,标普500,1928/1/27,17.69,17.69,17.69,17.69,0,0
SPX.GI,标普500,1928/1/30,17.49,17.49,17.49,17.49,0,0
SPX.GI,标普500,1928/1/31,17.57,17.57,17.57,17.57,0,0
SPX.GI,标普500,1928/2/1,17.53,17.53,17.53,17.53,0,0
SPX.GI,标普500,1928/2/2,17.63,17.63,17.63,17.63,0,0
SPX.GI,标普500,1928/2/3,17.4,17.4,17.4,17.4,0,0
SPX.GI,标普500,1928/2/6,17.45,17.45,17.45,17.45,0,0
SPX.GI,标普500,1928/2/7,17.44,17.44,17.44,17.44,0,0
SPX.GI,标普500,1928/2/8,17.49,17.49,17.49,17.49,0,0
SPX.GI,标普500,1928/2/9,17.55,17.55,17.55,17.55,0,0
SPX.GI,标普500,1928/2/10,17.54,17.54,17.54,17.54,0,0
SPX.GI,标普500,1928/2/14,17.44,17.44,17.44,17.44,0,0
SPX.GI,标普500,1928/2/15,17.4,17.4,17.4,17.4,0,0
SPX.GI,标普500,1928/2/16,17.35,17.35,17.35,17.35,0,0
SPX.GI,标普500,1928/2/17,17.04,17.04,17.04,17.04,0,0
SPX.GI,标普500,1928/2/20,16.95,16.95,16.95,16.95,0,0
SPX.GI,标普500,1928/2/21,17.11,17.11,17.11,17.11,0,0
SPX.GI,标普500,1928/2/23,17.13,17.13,17.13,17.13,0,0
SPX.GI,标普500,1928/2/24,17.18,17.18,17.18,17.18,0,0
SPX.GI,标普500,1928/2/27,17.11,17.11,17.11,17.11,0,0
SPX.GI,标普500,1928/2/28,17.16,17.16,17.16,17.16,0,0
SPX.GI,标普500,1928/2/29,17.26,17.26,17.26,17.26,0,0
SPX.GI,标普500,1928/3/1,17.3,17.3,17.3,17.3,0,0
SPX.GI,标普500,1928/3/2,17.3,17.3,17.3,17.3,0,0
SPX.GI,标普500,1928/3/5,17.57,17.57,17.57,17.57,0,0
SPX.GI,标普500,1928/3/6,17.67,17.67,17.67,17.67,0,0
SPX.GI,标普500,1928/3/7,17.58,17.58,17.58,17.58,0,0
SPX.GI,标普500,1928/3/8,17.64,17.64,17.64,17.64,0,0
SPX.GI,标普500,1928/3/9,17.93,17.93,17.93,17.93,0,0
SPX.GI,标普500,1928/3/12,18,18,18,18,0,0
SPX.GI,标普500,1928/3/13,17.92,17.92,17.92,17.92,0,0
SPX.GI,标普500,1928/3/14,17.93,17.93,17.93,17.93,0,0
SPX.GI,标普500,1928/3/15,18.07,18.07,18.07,18.07,0,0
SPX.GI,标普500,1928/3/16,18.26,18.26,18.26,18.26,0,0
SPX.GI,标普500,1928/3/19,18.36,18.36,18.36,18.36,0,0
SPX.GI,标普500,1928/3/20,18.46,18.46,18.46,18.46,0,0
SPX.GI,标普500,1928/3/21,18.65,18.65,18.65,18.65,0,0
SPX.GI,标普500,1928/3/22,18.6,18.6,18.6,18.6,0,0
SPX.GI,标普500,1928/3/23,18.78,18.78,18.78,18.78,0,0
SPX.GI,标普500,1928/3/26,19.05,19.05,19.05,19.05,0,0
SPX.GI,标普500,1928/3/27,18.94,18.94,18.94,18.94,0,0
SPX.GI,标普500,1928/3/28,18.89,18.89,18.89,18.89,0,0
SPX.GI,标普500,1928/3/29,18.95,18.95,18.95,18.95,0,0
SPX.GI,标普500,1928/3/30,19.28,19.28,19.28,19.28,0,0
SPX.GI,标普500,1928/4/2,18.91,18.91,18.91,18.91,0,0
SPX.GI,标普500,1928/4/3,19.02,19.02,19.02,19.02,0,0
SPX.GI,标普500,1928/4/4,18.99,18.99,18.99,18.99,0,0
SPX.GI,标普500,1928/4/5,19.23,19.23,19.23,19.23,0,0
SPX.GI,标普500,1928/4/9,19.27,19.27,19.27,19.27,0,0
SPX.GI,标普500,1928/4/10,19.1,19.1,19.1,19.1,0,0
SPX.GI,标普500,1928/4/11,19.44,19.44,19.44,19.44,0,0
SPX.GI,标普500,1928/4/12,19.41,19.41,19.41,19.41,0,0
SPX.GI,标普500,1928/4/13,19.73,19.73,19.73,19.73,0,0
SPX.GI,标普500,1928/4/16,19.68,19.68,19.68,19.68,0,0
SPX.GI,标普500,1928/4/17,19.52,19.52,19.52,19.52,0,0
SPX.GI,标普500,1928/4/18,19.52,19.52,19.52,19.52,0,0
SPX.GI,标普500,1928/4/19,19.63,19.63,19.63,19.63,0,0
SPX.GI,标普500,1928/4/20,19.34,19.34,19.34,19.34,0,0
SPX.GI,标普500,1928/4/23,19.15,19.15,19.15,19.15,0,0
SPX.GI,标普500,1928/4/24,19.25,19.25,19.25,19.25,0,0
SPX.GI,标普500,1928/4/25,19.33,19.33,19.33,19.33,0,0
SPX.GI,标普500,1928/4/26,19.47,19.47,19.47,19.47,0,0
SPX.GI,标普500,1928/4/27,19.68,19.68,19.68,19.68,0,0
SPX.GI,标普500,1928/4/30,19.75,19.75,19.75,19.75,0,0
SPX.GI,标普500,1928/5/1,19.78,19.78,19.78,19.78,0,0
SPX.GI,标普500,1928/5/2,19.83,19.83,19.83,19.83,0,0
SPX.GI,标普500,1928/5/3,19.93,19.93,19.93,19.93,0,0
SPX.GI,标普500,1928/5/4,20.24,20.24,20.24,20.24,0,0
SPX.GI,标普500,1928/5/7,20.41,20.41,20.41,20.41,0,0
SPX.GI,标普500,1928/5/8,20.27,20.27,20.27,20.27,0,0
SPX.GI,标普500,1928/5/9,20.24,20.24,20.24,20.24,0,0
SPX.GI,标普500,1928/5/10,20.21,20.21,20.21,20.21,0,0
SPX.GI,标普500,1928/5/11,20.36,20.36,20.36,20.36,0,0
SPX.GI,标普500,1928/5/14,20.44,20.44,20.44,20.44,0,0
SPX.GI,标普500,1928/5/15,20.39,20.39,20.39,20.39,0,0
SPX.GI,标普500,1928/5/16,20.05,20.05,20.05,20.05,0,0
SPX.GI,标普500,1928/5/17,20.12,20.12,20.12,20.12,0,0
SPX.GI,标普500,1928/5/18,19.92,19.92,19.92,19.92,0,0
SPX.GI,标普500,1928/5/21,19.63,19.63,19.63,19.63,0,0
SPX.GI,标普500,1928/5/22,19.36,19.36,19.36,19.36,0,0
SPX.GI,标普500,1928/5/23,19.75,19.75,19.75,19.75,0,0
SPX.GI,标普500,1928/5/24,19.87,19.87,19.87,19.87,0,0
SPX.GI,标普500,1928/5/25,19.9,19.9,19.9,19.9,0,0
SPX.GI,标普500,1928/5/28,19.57,19.57,19.57,19.57,0,0
SPX.GI,标普500,1928/5/29,19.82,19.82,19.82,19.82,0,0
SPX.GI,标普500,1928/5/31,20,20,20,20,0,0
SPX.GI,标普500,1928/6/1,20.07,20.07,20.07,20.07,0,0
SPX.GI,标普500,1928/6/4,19.8,19.8,19.8,19.8,0,0
SPX.GI,标普500,1928/6/5,19.85,19.85,19.85,19.85,0,0
SPX.GI,标普500,1928/6/6,19.66,19.66,19.66,19.66,0,0
SPX.GI,标普500,1928/6/7,19.61,19.61,19.61,19.61,0,0
SPX.GI,标普500,1928/6/8,19.37,19.37,19.37,19.37,0,0
SPX.GI,标普500,1928/6/11,18.68,18.68,18.68,18.68,0,0
SPX.GI,标普500,1928/6/12,18.34,18.34,18.34,18.34,0,0
SPX.GI,标普500,1928/6/13,18.89,18.89,18.89,18.89,0,0
SPX.GI,标普500,1928/6/14,19.05,19.05,19.05,19.05,0,0
SPX.GI,标普500,1928/6/15,18.74,18.74,18.74,18.74,0,0
SPX.GI,标普500,1928/6/18,18.4,18.4,18.4,18.4,0,0
SPX.GI,标普500,1928/6/19,18.34,18.34,18.34,18.34,0,0
SPX.GI,标普500,1928/6/20,18.57,18.57,18.57,18.57,0,0
SPX.GI,标普500,1928/6/21,18.56,18.56,18.56,18.56,0,0
SPX.GI,标普500,1928/6/22,18.54,18.54,18.54,18.54,0,0
SPX.GI,标普500,1928/6/25,18.47,18.47,18.47,18.47,0,0
SPX.GI,标普500,1928/6/26,18.68,18.68,18.68,18.68,0,0
SPX.GI,标普500,1928/6/27,18.86,18.86,18.86,18.86,0,0
SPX.GI,标普500,1928/6/28,19.07,19.07,19.07,19.07,0,0
SPX.GI,标普500,1928/6/29,19.14,19.14,19.14,19.14,0,0
SPX.GI,标普500,1928/7/2,18.98,18.98,18.98,18.98,0,0
SPX.GI,标普500,1928/7/3,19.29,19.29,19.29,19.29,0,0
SPX.GI,标普500,1928/7/5,19.48,19.48,19.48,19.48,0,0
SPX.GI,标普500,1928/7/6,19.39,19.39,19.39,19.39,0,0
SPX.GI,标普500,1928/7/9,19.46,19.46,19.46,19.46,0,0
SPX.GI,标普500,1928/7/10,19.43,19.43,19.43,19.43,0,0
SPX.GI,标普500,1928/7/11,18.95,18.95,18.95,18.95,0,0
SPX.GI,标普500,1928/7/12,18.81,18.81,18.81,18.81,0,0
SPX.GI,标普500,1928/7/13,18.96,18.96,18.96,18.96,0,0
SPX.GI,标普500,1928/7/16,18.7,18.7,18.7,18.7,0,0
SPX.GI,标普500,1928/7/17,18.8,18.8,18.8,18.8,0,0
SPX.GI,标普500,1928/7/18,19.03,19.03,19.03,19.03,0,0
SPX.GI,标普500,1928/7/19,18.99,18.99,18.99,18.99,0,0
SPX.GI,标普500,1928/7/20,19.03,19.03,19.03,19.03,0,0
SPX.GI,标普500,1928/7/23,19.12,19.12,19.12,19.12,0,0
SPX.GI,标普500,1928/7/24,19.09,19.09,19.09,19.09,0,0
SPX.GI,标普500,1928/7/25,19.2,19.2,19.2,19.2,0,0
SPX.GI,标普500,1928/7/26,19.24,19.24,19.24,19.24,0,0
SPX.GI,标普500,1928/7/27,19.42,19.42,19.42,19.42,0,0
SPX.GI,标普500,1928/7/30,19.47,19.47,19.47,19.47,0,0
SPX.GI,标普500,1928/7/31,19.43,19.43,19.43,19.43,0,0
SPX.GI,标普500,1928/8/1,19.42,19.42,19.42,19.42,0,0
SPX.GI,标普500,1928/8/2,19.33,19.33,19.33,19.33,0,0
SPX.GI,标普500,1928/8/3,19.36,19.36,19.36,19.36,0,0
SPX.GI,标普500,1928/8/6,19.58,19.58,19.58,19.58,0,0
SPX.GI,标普500,1928/8/7,19.49,19.49,19.49,19.49,0,0
SPX.GI,标普500,1928/8/8,19.25,19.25,19.25,19.25,0,0
SPX.GI,标普500,1928/8/9,19.3,19.3,19.3,19.3,0,0
SPX.GI,标普500,1928/8/10,19.25,19.25,19.25,19.25,0,0
SPX.GI,标普500,1928/8/13,19.29,19.29,19.29,19.29,0,0
SPX.GI,标普500,1928/8/14,19.13,19.13,19.13,19.13,0,0
SPX.GI,标普500,1928/8/15,19.47,19.47,19.47,19.47,0,0
SPX.GI,标普500,1928/8/16,19.61,19.61,19.61,19.61,0,0
SPX.GI,标普500,1928/8/17,19.64,19.64,19.64,19.64,0,0
SPX.GI,标普500,1928/8/20,19.77,19.77,19.77,19.77,0,0
SPX.GI,标普500,1928/8/21,20.02,20.02,20.02,20.02,0,0
SPX.GI,标普500,1928/8/22,20,20,20,20,0,0
SPX.GI,标普500,1928/8/23,20.02,20.02,20.02,20.02,0,0
SPX.GI,标普500,1928/8/24,20.34,20.34,20.34,20.34,0,0
SPX.GI,标普500,1928/8/27,20.38,20.38,20.38,20.38,0,0
SPX.GI,标普500,1928/8/28,20.54,20.54,20.54,20.54,0,0
SPX.GI,标普500,1928/8/29,20.58,20.58,20.58,20.58,0,0
SPX.GI,标普500,1928/8/30,20.61,20.61,20.61,20.61,0,0
SPX.GI,标普500,1928/8/31,20.87,20.87,20.87,20.87,0,0
SPX.GI,标普500,1928/9/4,20.97,20.97,20.97,20.97,0,0
SPX.GI,标普500,1928/9/5,21.07,21.07,21.07,21.07,0,0
SPX.GI,标普500,1928/9/6,20.94,20.94,20.94,20.94,0,0
SPX.GI,标普500,1928/9/7,21.09,21.09,21.09,21.09,0,0
SPX.GI,标普500,1928/9/10,20.92,20.92,20.92,20.92,0,0
SPX.GI,标普500,1928/9/11,21.08,21.08,21.08,21.08,0,0
SPX.GI,标普500,1928/9/12,21.16,21.16,21.16,21.16,0,0
SPX.GI,标普500,1928/9/13,21.14,21.14,21.14,21.14,0,0
SPX.GI,标普500,1928/9/14,21.14,21.14,21.14,21.14,0,0
SPX.GI,标普500,1928/9/17,21.33,21.33,21.33,21.33,0,0
SPX.GI,标普500,1928/9/18,21.18,21.18,21.18,21.18,0,0
SPX.GI,标普500,1928/9/19,21.18,21.18,21.18,21.18,0,0
SPX.GI,标普500,1928/9/20,21.22,21.22,21.22,21.22,0,0
SPX.GI,标普500,1928/9/21,21.36,21.36,21.36,21.36,0,0
SPX.GI,标普500,1928/9/24,21.43,21.43,21.43,21.43,0,0
SPX.GI,标普500,1928/9/25,21.41,21.41,21.41,21.41,0,0
SPX.GI,标普500,1928/9/26,21.4,21.4,21.4,21.4,0,0
SPX.GI,标普500,1928/9/27,21.13,21.13,21.13,21.13,0,0
SPX.GI,标普500,1928/9/28,21.14,21.14,21.14,21.14,0,0
SPX.GI,标普500,1928/10/1,21.36,21.36,21.36,21.36,0,0
SPX.GI,标普500,1928/10/2,21.26,21.26,21.26,21.26,0,0
SPX.GI,标普500,1928/10/3,21.19,21.19,21.19,21.19,0,0
SPX.GI,标普500,1928/10/4,21.26,21.26,21.26,21.26,0,0
SPX.GI,标普500,1928/10/5,21.22,21.22,21.22,21.22,0,0
SPX.GI,标普500,1928/10/8,21.11,21.11,21.11,21.11,0,0
SPX.GI,标普500,1928/10/9,21.18,21.18,21.18,21.18,0,0
SPX.GI,标普500,1928/10/10,21.41,21.41,21.41,21.41,0,0
SPX.GI,标普500,1928/10/11,21.51,21.51,21.51,21.51,0,0
SPX.GI,标普500,1928/10/15,21.65,21.65,21.65,21.65,0,0
SPX.GI,标普500,1928/10/16,21.72,21.72,21.72,21.72,0,0
SPX.GI,标普500,1928/10/17,21.79,21.79,21.79,21.79,0,0
SPX.GI,标普500,1928/10/18,21.84,21.84,21.84,21.84,0,0
SPX.GI,标普500,1928/10/19,21.96,21.96,21.96,21.96,0,0
SPX.GI,标普500,1928/10/22,21.81,21.81,21.81,21.81,0,0
SPX.GI,标普500,1928/10/23,21.95,21.95,21.95,21.95,0,0
SPX.GI,标普500,1928/10/24,21.99,21.99,21.99,21.99,0,0
SPX.GI,标普500,1928/10/25,21.91,21.91,21.91,21.91,0,0
SPX.GI,标普500,1928/10/26,21.65,21.65,21.65,21.65,0,0
SPX.GI,标普500,1928/10/29,22,22,22,22,0,0
SPX.GI,标普500,1928/10/30,21.76,21.76,21.76,21.76,0,0
SPX.GI,标普500,1928/10/31,21.68,21.68,21.68,21.68,0,0
SPX.GI,标普500,1928/11/1,21.99,21.99,21.99,21.99,0,0
SPX.GI,标普500,1928/11/2,21.95,21.95,21.95,21.95,0,0
SPX.GI,标普500,1928/11/5,22.24,22.24,22.24,22.24,0,0
SPX.GI,标普500,1928/11/6,22.5,22.5,22.5,22.5,0,0
SPX.GI,标普500,1928/11/8,22.39,22.39,22.39,22.39,0,0
SPX.GI,标普500,1928/11/9,22.55,22.55,22.55,22.55,0,0
SPX.GI,标普500,1928/11/12,22.84,22.84,22.84,22.84,0,0
SPX.GI,标普500,1928/11/13,22.91,22.91,22.91,22.91,0,0
SPX.GI,标普500,1928/11/14,22.91,22.91,22.91,22.91,0,0
SPX.GI,标普500,1928/11/15,23.03,23.03,23.03,23.03,0,0
SPX.GI,标普500,1928/11/16,23.37,23.37,23.37,23.37,0,0
SPX.GI,标普500,1928/11/19,23.37,23.37,23.37,23.37,0,0
SPX.GI,标普500,1928/11/20,23.57,23.57,23.57,23.57,0,0
SPX.GI,标普500,1928/11/21,23.22,23.22,23.22,23.22,0,0
SPX.GI,标普500,1928/11/22,23.52,23.52,23.52,23.52,0,0
SPX.GI,标普500,1928/11/23,23.7,23.7,23.7,23.7,0,0
SPX.GI,标普500,1928/11/26,23.8,23.8,23.8,23.8,0,0
SPX.GI,标普500,1928/11/27,23.91,23.91,23.91,23.91,0,0
SPX.GI,标普500,1928/11/28,24.19,24.19,24.19,24.19,0,0
SPX.GI,标普500,1928/11/30,24.28,24.28,24.28,24.28,0,0
SPX.GI,标普500,1928/12/3,23.85,23.85,23.85,23.85,0,0
SPX.GI,标普500,1928/12/4,23.91,23.91,23.91,23.91,0,0
SPX.GI,标普500,1928/12/5,23.81,23.81,23.81,23.81,0,0
SPX.GI,标普500,1928/12/6,22.91,22.91,22.91,22.91,0,0
SPX.GI,标普500,1928/12/7,22.36,22.36,22.36,22.36,0,0
SPX.GI,标普500,1928/12/10,22.31,22.31,22.31,22.31,0,0
SPX.GI,标普500,1928/12/11,22.74,22.74,22.74,22.74,0,0
SPX.GI,标普500,1928/12/12,22.52,22.52,22.52,22.52,0,0
SPX.GI,标普500,1928/12/13,22.48,22.48,22.48,22.48,0,0
SPX.GI,标普500,1928/12/14,22.53,22.53,22.53,22.53,0,0
SPX.GI,标普500,1928/12/17,22.44,22.44,22.44,22.44,0,0
SPX.GI,标普500,1928/12/18,22.7,22.7,22.7,22.7,0,0
SPX.GI,标普500,1928/12/19,22.98,22.98,22.98,22.98,0,0
SPX.GI,标普500,1928/12/20,23.07,23.07,23.07,23.07,0,0
SPX.GI,标普500,1928/12/21,23.33,23.33,23.33,23.33,0,0
SPX.GI,标普500,1928/12/24,23.54,23.54,23.54,23.54,0,0
SPX.GI,标普500,1928/12/26,23.44,23.44,23.44,23.44,0,0
SPX.GI,标普500,1928/12/27,23.64,23.64,23.64,23.64,0,0
SPX.GI,标普500,1928/12/28,23.98,23.98,23.98,23.98,0,0
SPX.GI,标普500,1928/12/31,24.35,24.35,24.35,24.35,0,0
SPX.GI,标普500,1929/1/2,24.81,24.81,24.81,24.81,0,0
SPX.GI,标普500,1929/1/3,24.86,24.86,24.86,24.86,0,0
SPX.GI,标普500,1929/1/4,24.85,24.85,24.85,24.85,0,0
SPX.GI,标普500,1929/1/7,24.25,24.25,24.25,24.25,0,0
SPX.GI,标普500,1929/1/8,24.17,24.17,24.17,24.17,0,0
SPX.GI,标普500,1929/1/9,24.54,24.54,24.54,24.54,0,0
SPX.GI,标普500,1929/1/10,24.58,24.58,24.58,24.58,0,0
SPX.GI,标普500,1929/1/11,24.54,24.54,24.54,24.54,0,0
SPX.GI,标普500,1929/1/14,24.59,24.59,24.59,24.59,0,0
SPX.GI,标普500,1929/1/15,24.23,24.23,24.23,24.23,0,0
SPX.GI,标普500,1929/1/16,24.56,24.56,24.56,24.56,0,0
SPX.GI,标普500,1929/1/17,24.69,24.69,24.69,24.69,0,0
SPX.GI,标普500,1929/1/18,24.77,24.77,24.77,24.77,0,0
SPX.GI,标普500,1929/1/21,24.86,24.86,24.86,24.86,0,0
SPX.GI,标普500,1929/1/22,25.07,25.07,25.07,25.07,0,0
SPX.GI,标普500,1929/1/23,25.22,25.22,25.22,25.22,0,0
SPX.GI,标普500,1929/1/24,25.06,25.06,25.06,25.06,0,0
SPX.GI,标普500,1929/1/25,25.48,25.48,25.48,25.48,0,0
SPX.GI,标普500,1929/1/28,25.35,25.35,25.35,25.35,0,0
SPX.GI,标普500,1929/1/29,25.36,25.36,25.36,25.36,0,0
SPX.GI,标普500,1929/1/30,25.45,25.45,25.45,25.45,0,0
SPX.GI,标普500,1929/1/31,25.74,25.74,25.74,25.74,0,0
SPX.GI,标普500,1929/2/1,25.84,25.84,25.84,25.84,0,0
SPX.GI,标普500,1929/2/4,25.64,25.64,25.64,25.64,0,0
SPX.GI,标普500,1929/2/5,25.7,25.7,25.7,25.7,0,0
SPX.GI,标普500,1929/2/6,25.49,25.49,25.49,25.49,0,0
SPX.GI,标普500,1929/2/7,24.71,24.71,24.71,24.71,0,0
SPX.GI,标普500,1929/2/8,24.44,24.44,24.44,24.44,0,0
SPX.GI,标普500,1929/2/11,24.98,24.98,24.98,24.98,0,0
SPX.GI,标普500,1929/2/13,24.95,24.95,24.95,24.95,0,0
SPX.GI,标普500,1929/2/14,24.85,24.85,24.85,24.85,0,0
SPX.GI,标普500,1929/2/15,24.35,24.35,24.35,24.35,0,0
SPX.GI,标普500,1929/2/18,24.39,24.39,24.39,24.39,0,0
SPX.GI,标普500,1929/2/19,24.38,24.38,24.38,24.38,0,0
SPX.GI,标普500,1929/2/20,24.59,24.59,24.59,24.59,0,0
SPX.GI,标普500,1929/2/21,24.86,24.86,24.86,24.86,0,0
SPX.GI,标普500,1929/2/25,24.91,24.91,24.91,24.91,0,0
SPX.GI,标普500,1929/2/26,24.95,24.95,24.95,24.95,0,0
SPX.GI,标普500,1929/2/27,25.25,25.25,25.25,25.25,0,0
SPX.GI,标普500,1929/2/28,25.59,25.59,25.59,25.59,0,0
SPX.GI,标普500,1929/3/1,25.83,25.83,25.83,25.83,0,0
SPX.GI,标普500,1929/3/4,25.49,25.49,25.49,25.49,0,0
SPX.GI,标普500,1929/3/5,25.32,25.32,25.32,25.32,0,0
SPX.GI,标普500,1929/3/6,24.92,24.92,24.92,24.92,0,0
SPX.GI,标普500,1929/3/7,25.15,25.15,25.15,25.15,0,0
SPX.GI,标普500,1929/3/8,25.31,25.31,25.31,25.31,0,0
SPX.GI,标普500,1929/3/11,24.95,24.95,24.95,24.95,0,0
SPX.GI,标普500,1929/3/12,24.97,24.97,24.97,24.97,0,0
SPX.GI,标普500,1929/3/13,25.24,25.24,25.24,25.24,0,0
SPX.GI,标普500,1929/3/14,25.73,25.73,25.73,25.73,0,0
SPX.GI,标普500,1929/3/15,26.08,26.08,26.08,26.08,0,0
SPX.GI,标普500,1929/3/18,26.04,26.04,26.04,26.04,0,0
SPX.GI,标普500,1929/3/19,26.03,26.03,26.03,26.03,0,0
SPX.GI,标普500,1929/3/20,26.02,26.02,26.02,26.02,0,0
SPX.GI,标普500,1929/3/21,25.9,25.9,25.9,25.9,0,0
SPX.GI,标普500,1929/3/22,25.55,25.55,25.55,25.55,0,0
SPX.GI,标普500,1929/3/25,24.51,24.51,24.51,24.51,0,0
SPX.GI,标普500,1929/3/26,24.35,24.35,24.35,24.35,0,0
SPX.GI,标普500,1929/3/27,25.09,25.09,25.09,25.09,0,0
SPX.GI,标普500,1929/3/28,25.53,25.53,25.53,25.53,0,0
SPX.GI,标普500,1929/4/1,24.88,24.88,24.88,24.88,0,0
SPX.GI,标普500,1929/4/2,25.17,25.17,25.17,25.17,0,0
SPX.GI,标普500,1929/4/3,24.86,24.86,24.86,24.86,0,0
SPX.GI,标普500,1929/4/4,25.3,25.3,25.3,25.3,0,0
SPX.GI,标普500,1929/4/5,25.05,25.05,25.05,25.05,0,0
SPX.GI,标普500,1929/4/8,24.83,24.83,24.83,24.83,0,0
SPX.GI,标普500,1929/4/9,24.63,24.63,24.63,24.63,0,0
SPX.GI,标普500,1929/4/10,24.78,24.78,24.78,24.78,0,0
SPX.GI,标普500,1929/4/11,25.06,25.06,25.06,25.06,0,0
SPX.GI,标普500,1929/4/12,25.15,25.15,25.15,25.15,0,0
SPX.GI,标普500,1929/4/15,25,25,25,25,0,0
SPX.GI,标普500,1929/4/16,25.06,25.06,25.06,25.06,0,0
SPX.GI,标普500,1929/4/17,25.32,25.32,25.32,25.32,0,0
SPX.GI,标普500,1929/4/18,25.43,25.43,25.43,25.43,0,0
SPX.GI,标普500,1929/4/19,25.41,25.41,25.41,25.41,0,0
SPX.GI,标普500,1929/4/22,25.7,25.7,25.7,25.7,0,0
SPX.GI,标普500,1929/4/23,25.85,25.85,25.85,25.85,0,0
SPX.GI,标普500,1929/4/24,25.75,25.75,25.75,25.75,0,0
SPX.GI,标普500,1929/4/25,25.63,25.63,25.63,25.63,0,0
SPX.GI,标普500,1929/4/26,25.58,25.58,25.58,25.58,0,0
SPX.GI,标普500,1929/4/29,25.53,25.53,25.53,25.53,0,0
SPX.GI,标普500,1929/4/30,25.94,25.94,25.94,25.94,0,0
SPX.GI,标普500,1929/5/1,25.99,25.99,25.99,25.99,0,0
SPX.GI,标普500,1929/5/2,26.11,26.11,26.11,26.11,0,0
SPX.GI,标普500,1929/5/3,26.37,26.37,26.37,26.37,0,0
SPX.GI,标普500,1929/5/6,26.32,26.32,26.32,26.32,0,0
SPX.GI,标普500,1929/5/7,26.07,26.07,26.07,26.07,0,0
SPX.GI,标普500,1929/5/8,26.18,26.18,26.18,26.18,0,0
SPX.GI,标普500,1929/5/9,26.02,26.02,26.02,26.02,0,0
SPX.GI,标普500,1929/5/10,26.34,26.34,26.34,26.34,0,0
SPX.GI,标普500,1929/5/13,25.64,25.64,25.64,25.64,0,0
SPX.GI,标普500,1929/5/14,25.95,25.95,25.95,25.95,0,0
SPX.GI,标普500,1929/5/15,25.84,25.84,25.84,25.84,0,0
SPX.GI,标普500,1929/5/16,25.97,25.97,25.97,25.97,0,0
SPX.GI,标普500,1929/5/17,26.09,26.09,26.09,26.09,0,0
SPX.GI,标普500,1929/5/20,25.39,25.39,25.39,25.39,0,0
SPX.GI,标普500,1929/5/21,25.7,25.7,25.7,25.7,0,0
SPX.GI,标普500,1929/5/22,24.76,24.76,24.76,24.76,0,0
SPX.GI,标普500,1929/5/23,25.31,25.31,25.31,25.31,0,0
SPX.GI,标普500,1929/5/24,25.12,25.12,25.12,25.12,0,0
SPX.GI,标普500,1929/5/27,24.2,24.2,24.2,24.2,0,0
SPX.GI,标普500,1929/5/28,24.59,24.59,24.59,24.59,0,0
SPX.GI,标普500,1929/5/29,24.62,24.62,24.62,24.62,0,0
SPX.GI,标普500,1929/5/31,24.83,24.83,24.83,24.83,0,0
SPX.GI,标普500,1929/6/3,25.27,25.27,25.27,25.27,0,0
SPX.GI,标普500,1929/6/4,25.64,25.64,25.64,25.64,0,0
SPX.GI,标普500,1929/6/5,25.59,25.59,25.59,25.59,0,0
SPX.GI,标普500,1929/6/6,25.64,25.64,25.64,25.64,0,0
SPX.GI,标普500,1929/6/7,25.53,25.53,25.53,25.53,0,0
SPX.GI,标普500,1929/6/10,25.27,25.27,25.27,25.27,0,0
SPX.GI,标普500,1929/6/11,25.43,25.43,25.43,25.43,0,0
SPX.GI,标普500,1929/6/12,25.45,25.45,25.45,25.45,0,0
SPX.GI,标普500,1929/6/13,25.84,25.84,25.84,25.84,0,0
SPX.GI,标普500,1929/6/14,25.93,25.93,25.93,25.93,0,0
SPX.GI,标普500,1929/6/17,26.41,26.41,26.41,26.41,0,0
SPX.GI,标普500,1929/6/18,26.42,26.42,26.42,26.42,0,0
